Column1,date,days_of_week,day,hour,text,Incident Type,Location
673,15/04/2019 13:31,Monday,15,13,Accident on ECP (towards City) at PIE Exit,Accident,ECP (towards City) at PIE Exit
674,15/04/2019 13:01,Monday,15,13,Accident on PIE (towards Changi Airport) at TPE Exit,Accident,PIE (towards Changi Airport) at TPE Exit
675,15/04/2019 12:27,Monday,15,12,Accident on Marina Way near Central Boulevard/Marina Way Junction,Accident,Marina Way near Central Boulevard/Marina Way Junction
676,15/04/2019 12:21,Monday,15,12,Accident on CTE (towards AYE) at PIE(Jurong) Exit,Accident,CTE (towards AYE) at PIE(Jurong) Exit
677,15/04/2019 12:11,Monday,15,12,Accident on PIE (towards Tuas) after Eng Neo Ave,Accident,PIE (towards Tuas) after Eng Neo Ave
678,15/04/2019 11:09,Monday,15,11,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Lornie Rd. Avoid lanes 1 and 2,Accident,PIE (towards Changi Airport) after Thomson Rd with congestion till Lornie Rd
679,15/04/2019 11:03,Monday,15,11,Accident on CTE (towards AYE) at PIE(Changi) Exit,Accident,CTE (towards AYE) at PIE(Changi) Exit
680,15/04/2019 10:59,Monday,15,10,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lanes 1 and 2,Accident,PIE (towards Changi Airport) after Thomson Rd
681,15/04/2019 10:33,Monday,15,10,Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit. Avoid lane 1,Accident,PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit
682,15/04/2019 10:24,Monday,15,10,Accident on PIE (towards Tuas) after Stevens Rd Exit. Avoid lane 1,Accident,PIE (towards Tuas) after Stevens Rd Exit
683,15/04/2019 9:57,Monday,15,9,Heavy Traffic on PIE (towards Tuas) after Jalan Eunos,Heavy Traffic,on PIE (towards Tuas) after Jalan Eunos
684,15/04/2019 9:32,Monday,15,9,Accident on PIE (towards Tuas) after Jalan Eunos with congestion till Tampines. Avoid lane 2,Accident,PIE (towards Tuas) after Jalan Eunos with congestion till Tampines
685,15/04/2019 9:27,Monday,15,9,Accident on PIE (towards Tuas) after Jalan Eunos with congestion till Tampines. Avoid lanes 1 and 2,Accident,PIE (towards Tuas) after Jalan Eunos with congestion till Tampines
686,15/04/2019 9:14,Monday,15,9,Accident on PIE (towards Tuas) after Jalan Eunos with congestion till Tampines. Avoid lanes 2 and 3,Accident,PIE (towards Tuas) after Jalan Eunos with congestion till Tampines
687,15/04/2019 9:09,Monday,15,9,Accident on PIE (towards Tuas) after Jalan Eunos with congestion till Bedok North Avenue 3 exit. Avoid lanes 2 and 3,Accident,PIE (towards Tuas) after Jalan Eunos with congestion till Bedok North Avenue 3 exit
688,15/04/2019 9:08,Monday,15,9,Accident on PIE (towards Tuas) after Jalan Eunos with congestion till Bedok North Avenue 3 exit. Avoid lanes 1 and 2,Accident,PIE (towards Tuas) after Jalan Eunos with congestion till Bedok North Avenue 3 exit
689,15/04/2019 9:07,Monday,15,9,Accident on PIE (towards Tuas) after Jalan Eunos. Avoid lanes 1 and 2,Accident,PIE (towards Tuas) after Jalan Eunos
690,15/04/2019 9:01,Monday,15,9,Accident on KJE (towards BKE) before BKE Exit,Accident,KJE (towards BKE) before BKE Exit
691,15/04/2019 8:47,Monday,15,8,Heavy Traffic on PIE (towards Changi Airport) after Thomson Rd,Heavy Traffic,on PIE (towards Changi Airport) after Thomson Rd
692,15/04/2019 8:09,Monday,15,8,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Lornie Rd. Avoid lane 1,Accident,PIE (towards Changi Airport) after Thomson Rd with congestion till Lornie Rd
693,15/04/2019 7:56,Monday,15,7,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Stevens Rd Exit. Avoid lane 1,Accident,PIE (towards Changi Airport) after Thomson Rd with congestion till Stevens Rd Exit
694,15/04/2019 7:51,Monday,15,7,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1,Accident,PIE (towards Changi Airport) after Thomson Rd
695,15/04/2019 7:02,Monday,15,7,Accident on KPE (towards ECP) after Tampines Rd Exit. Avoid lane 1,Accident,KPE (towards ECP) after Tampines Rd Exit
696,15/04/2019 6:40,Monday,15,6,Accident on PIE (towards Changi Airport) after Bedok North Rd,Accident,PIE (towards Changi Airport) after Bedok North Rd
697,15/04/2019 6:02,Monday,15,6,Accident on CTE (towards AYE) before PIE(Changi) Exit. Avoid lane 4,Accident,CTE (towards AYE) before PIE(Changi) Exit
698,15/04/2019 4:14,Monday,15,4,Heavy Traffic in CTE Tunnel (towards AYE) after Bukit Timah Rd Exit,Heavy Traffic,in CTE Tunnel (towards AYE) after Bukit Timah Rd Exit
699,15/04/2019 3:45,Monday,15,3,Accident in CTE Tunnel (towards AYE) after Bukit Timah Rd Exit with congestion till PIE(Jurong) Exit. Avoid lane 1,Accident,CTE Tunnel (towards AYE) after Bukit Timah Rd Exit with congestion till PIE(Jurong) Exit
700,15/04/2019 3:44,Monday,15,3,Accident in CTE Tunnel (towards AYE) after Bukit Timah Rd Exit with congestion till PIE(Jurong) Exit. Avoid lanes 1 and 2,Accident,CTE Tunnel (towards AYE) after Bukit Timah Rd Exit with congestion till PIE(Jurong) Exit
701,15/04/2019 3:38,Monday,15,3,Accident in CTE Tunnel (towards AYE) after Bukit Timah Rd Exit. Avoid lanes 1 and 2,Accident,CTE Tunnel (towards AYE) after Bukit Timah Rd Exit
702,15/04/2019 3:37,Monday,15,3,Accident in CTE Tunnel (towards AYE) after Bukit Timah Rd Exit. Avoid lane 1,Accident,CTE Tunnel (towards AYE) after Bukit Timah Rd Exit
703,15/04/2019 3:31,Monday,15,3,Heavy Traffic on PIE (towards Changi Airport) after Stevens Rd Exit,Heavy Traffic,on PIE (towards Changi Airport) after Stevens Rd Exit
704,15/04/2019 3:18,Monday,15,3,Accident on PIE (towards Changi Airport) after Stevens Rd Exit with congestion till Lornie Rd,Accident,PIE (towards Changi Airport) after Stevens Rd Exit with congestion till Lornie Rd
705,15/04/2019 3:00,Monday,15,3,Accident on PIE (towards Changi Airport) after Stevens Rd Exit with congestion till Lornie Rd. Avoid lane 3,Accident,PIE (towards Changi Airport) after Stevens Rd Exit with congestion till Lornie Rd
706,15/04/2019 2:55,Monday,15,2,Accident on PIE (towards Changi Airport) after Stevens Rd Exit. Avoid lane 3,Accident,PIE (towards Changi Airport) after Stevens Rd Exit
707,15/04/2019 2:50,Monday,15,2,Heavy Traffic on PIE (towards Tuas) after Stevens Rd Exit,Heavy Traffic,on PIE (towards Tuas) after Stevens Rd Exit
708,15/04/2019 2:04,Monday,15,2,Heavy Traffic on ECP (towards Changi Airport) after Still Rd Sth Exit,Heavy Traffic,on ECP (towards Changi Airport) after Still Rd Sth Exit
709,15/04/2019 2:03,Monday,15,2,Accident on AYE (towards MCE) before Clementi Ave 2 Exit,Accident,AYE (towards MCE) before Clementi Ave 2 Exit
710,15/04/2019 1:59,Monday,15,1,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Tg Katong Rd Exit,Accident,ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Tg Katong Rd Exit
711,15/04/2019 1:46,Monday,15,1,Accident on MCE (towards AYE) before Maxwell Rd Exit. Avoid lane 1,Accident,MCE (towards AYE) before Maxwell Rd Exit
712,15/04/2019 1:19,Monday,15,1,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Tg Katong Rd Exit. Avoid lane 1,Accident,ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Tg Katong Rd Exit
713,15/04/2019 1:04,Monday,15,1,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit. Avoid lane 1,Accident,ECP (towards Changi Airport) after Still Rd Sth Exit
714,15/04/2019 0:57,Monday,15,0,Accident on KPE (towards ECP) before Airport Rd Entrance. Avoid lane 1,Accident,KPE (towards ECP) before Airport Rd Entrance
715,15/04/2019 0:49,Monday,15,0,Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Toa Payoh Exit. Avoid lane 4,Accident,PIE (towards Tuas) after Stevens Rd Exit with congestion till Toa Payoh Exit
716,15/04/2019 0:49,Monday,15,0,Heavy Traffic on TPE (towards PIE) before Pasir Ris Dr 12 Exit,Heavy Traffic,on TPE (towards PIE) before Pasir Ris Dr 12 Exit
717,15/04/2019 0:45,Monday,15,0,Accident on TPE (towards PIE) before Pasir Ris Dr 12 Exit with congestion till Punggol Rd Exit. Avoid lane 4,Accident,TPE (towards PIE) before Pasir Ris Dr 12 Exit with congestion till Punggol Rd Exit
718,15/04/2019 0:41,Monday,15,0,Accident on TPE (towards PIE) before Pasir Ris Dr 12 Exit. Avoid lane 4,Accident,TPE (towards PIE) before Pasir Ris Dr 12 Exit
719,15/04/2019 0:29,Monday,15,0,Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit. Avoid lane 4,Accident,PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit
720,15/04/2019 0:26,Monday,15,0,Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Stevens Rd Exit. Avoid lane 4,Accident,PIE (towards Tuas) after Stevens Rd Exit with congestion till Stevens Rd Exit
721,15/04/2019 0:21,Monday,15,0,Accident on PIE (towards Tuas) after Stevens Rd Exit. Avoid lane 4,Accident,PIE (towards Tuas) after Stevens Rd Exit
722,15/04/2019 0:00,Monday,15,0,Accident on Hougang Avenue 3 (towards Eunos) after Bartley Road East,Accident,Hougang Avenue 3 (towards Eunos) after Bartley Road East
723,14/04/2019 15:04,Sunday,14,15,Heavy Traffic on PIE (towards Tuas) after Toh Guan Rd Exit,Heavy Traffic,on PIE (towards Tuas) after Toh Guan Rd Exit
724,14/04/2019 14:33,Sunday,14,14,Accident on Airport Boulevard (towards T3 Arrival Drive) after T1 Vip Drive. Avoid left lane,Accident,Airport Boulevard (towards T3 Arrival Drive) after T1 Vip Drive
725,14/04/2019 13:41,Sunday,14,13,Accident on Bukit Batok East Avenue 3 towards Bukit Batok East Avenue 6. Avoid right lane,Accident,Bukit Batok East Avenue 3 towards Bukit Batok East Avenue 6
726,14/04/2019 13:37,Sunday,14,13,Obstacle on ECP (towards City) after East Coast Park Carpark H Exit. Avoid lane 3,Obstacle,ECP (towards City) after East Coast Park Carpark H Exit
727,14/04/2019 13:35,Sunday,14,13,Accident on PIE (towards Tuas) after Toh Guan Rd Exit with congestion till Toh Guan Rd Exit. Avoid lane 1,Accident,PIE (towards Tuas) after Toh Guan Rd Exit with congestion till Toh Guan Rd Exit
728,14/04/2019 13:28,Sunday,14,13,Accident on PIE (towards Tuas) after Toh Guan Rd Exit. Avoid lane 1,Accident,PIE (towards Tuas) after Toh Guan Rd Exit
729,14/04/2019 11:34,Sunday,14,11,Accident on BKE (towards Woodlands) after PIE Entrance. Avoid lane 3,Accident,BKE (towards Woodlands) after PIE Entrance
730,14/04/2019 11:27,Sunday,14,11,Accident on BKE (towards Woodlands) after SLE Exit,Accident,BKE (towards Woodlands) after SLE Exit
731,14/04/2019 11:26,Sunday,14,11,Accident on BKE (towards Woodlands) after PIE Entrance,Accident,BKE (towards Woodlands) after PIE Entrance
732,14/04/2019 7:33,Sunday,14,7,Obstacle on PIE (towards Tuas) at Clementi Rd Exit,Obstacle,PIE (towards Tuas) at Clementi Rd Exit
733,14/04/2019 7:27,Sunday,14,7,Obstacle on PIE (towards Tuas) after BKE. Avoid lane 1,Obstacle,PIE (towards Tuas) after BKE
734,14/04/2019 7:21,Sunday,14,7,Accident on CTE (towards AYE) before Braddell Rd/Lor Chuan Exit. Avoid lane 4,Accident,CTE (towards AYE) before Braddell Rd/Lor Chuan Exit
735,14/04/2019 7:01,Sunday,14,7,Obstacle on AYE (towards MCE) before Buona Vista Exit. Avoid lane 1,Obstacle,AYE (towards MCE) before Buona Vista Exit
736,14/04/2019 6:31,Sunday,14,6,Heavy Traffic on PIE (towards Changi Airport) after Onraet Rd,Heavy Traffic,on PIE (towards Changi Airport) after Onraet Rd
737,14/04/2019 6:09,Sunday,14,6,Accident on PIE (towards Changi Airport) after Onraet Rd with congestion till Lornie Rd. Avoid lane 2,Accident,PIE (towards Changi Airport) after Onraet Rd with congestion till Lornie Rd
738,14/04/2019 6:08,Sunday,14,6,Accident on PIE (towards Changi Airport) after Onraet Rd. Avoid lane 2,Accident,PIE (towards Changi Airport) after Onraet Rd
739,14/04/2019 5:58,Sunday,14,5,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 2,Accident,PIE (towards Changi Airport) after Thomson Rd
740,14/04/2019 5:56,Sunday,14,5,Accident on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 2,Accident,PIE (towards Tuas) after Thomson Rd Exit
741,14/04/2019 4:37,Sunday,14,4,Accident on TPE (towards SLE) at SLE(BKE) Exit,Accident,TPE (towards SLE) at SLE(BKE) Exit
742,14/04/2019 4:03,Sunday,14,4,Accident on Chatsworth Road (towards Nathan Road) after Grange Road. Avoid right lane,Accident,Chatsworth Road (towards Nathan Road) after Grange Road
743,14/04/2019 3:38,Sunday,14,3,Accident on CTE (towards AYE) after PIE(Jurong) Exit. Avoid lane 1,Accident,CTE (towards AYE) after PIE(Jurong) Exit
744,14/04/2019 3:33,Sunday,14,3,Accident on AYE (towards MCE) after Tuas West Rd Entrance,Accident,AYE (towards MCE) after Tuas West Rd Entrance
745,14/04/2019 3:17,Sunday,14,3,Accident on PIE (towards Changi Airport) at KPE(ECP) Exit,Accident,PIE (towards Changi Airport) at KPE(ECP) Exit
746,14/04/2019 3:14,Sunday,14,3,Accident on PIE (towards Tuas) after Stevens Rd Exit,Accident,PIE (towards Tuas) after Stevens Rd Exit
747,13/04/2019 23:46,Saturday,13,23,Accident on Upper Serangoon Road (towards City) after PIE,Accident,Upper Serangoon Road (towards City) after PIE
748,13/04/2019 22:33,Saturday,13,22,Accident on Jurong Town Hall Road (towards Science Centre Road) after Jurong East Central. Avoid right lane,Accident,Jurong Town Hall Road (towards Science Centre Road) after Jurong East Central
749,13/04/2019 20:43,Saturday,13,20,Accident on West Coast Highway (towards City) after Clementi Road. Avoid right lane,Accident,West Coast Highway (towards City) after Clementi Road
750,13/04/2019 15:56,Saturday,13,15,Accident on Alexandra Road (towards Queensway) after Leng Kee Road,Accident,Alexandra Road (towards Queensway) after Leng Kee Road
751,13/04/2019 15:19,Saturday,13,15,Obstacle on KJE (towards BKE) after Sungei Tengah Exit. Avoid lane 1,Obstacle,KJE (towards BKE) after Sungei Tengah Exit
752,13/04/2019 14:22,Saturday,13,14,Accident on Jurong Town Hall Road (towards Science Centre Road) after Jurong East Central,Accident,Jurong Town Hall Road (towards Science Centre Road) after Jurong East Central
753,13/04/2019 13:57,Saturday,13,13,Accident on BKE (towards Woodlands) before Bukit Panjang Rd Exit,Accident,BKE (towards Woodlands) before Bukit Panjang Rd Exit
754,13/04/2019 13:20,Saturday,13,13,Accident on BKE (towards Woodlands) before Bukit Panjang Rd Exit. Avoid lanes 2 and 3,Accident,BKE (towards Woodlands) before Bukit Panjang Rd Exit
755,13/04/2019 13:15,Saturday,13,13,Accident on AYE (towards Tuas) after Jurong Port Rd Exit. Avoid lanes 2 and 3,Accident,AYE (towards Tuas) after Jurong Port Rd Exit
756,13/04/2019 10:24,Saturday,13,10,Obstacle on KJE (towards PIE) after Sungei Tengah Exit. Avoid lanes 1 and 2,Obstacle,KJE (towards PIE) after Sungei Tengah Exit
757,13/04/2019 10:23,Saturday,13,10,Obstacle on KJE (towards PIE) after Sungei Tengah Exit. Avoid lane 2,Obstacle,KJE (towards PIE) after Sungei Tengah Exit
758,13/04/2019 10:21,Saturday,13,10,Heavy Traffic on ECP (towards Changi Airport) after Still Rd Sth Exit,Heavy Traffic,on ECP (towards Changi Airport) after Still Rd Sth Exit
759,13/04/2019 9:57,Saturday,13,9,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Fort Rd Exit. Avoid lane 1,Accident,ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Fort Rd Exit
760,13/04/2019 9:51,Saturday,13,9,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Tg Katong Rd Exit. Avoid lanes 1 and 2,Accident,ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Tg Katong Rd Exit
761,13/04/2019 9:45,Saturday,13,9,Accident on PIE (towards Changi Airport) at Thomson Rd Exit,Accident,PIE (towards Changi Airport) at Thomson Rd Exit
762,13/04/2019 9:29,Saturday,13,9,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Tg Katong Rd Exit. Avoid lane 1,Accident,ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Tg Katong Rd Exit
763,13/04/2019 9:29,Saturday,13,9,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit. Avoid lane 1,Accident,ECP (towards Changi Airport) after Still Rd Sth Exit
764,13/04/2019 9:26,Saturday,13,9,Obstacle on ECP (towards Changi Airport) before Ophir Rd Entrance. Avoid lane 3,Obstacle,ECP (towards Changi Airport) before Ophir Rd Entrance
765,13/04/2019 9:14,Saturday,13,9,Heavy Traffic on PIE (towards Tuas) after Jalan Eunos,Heavy Traffic,on PIE (towards Tuas) after Jalan Eunos
766,13/04/2019 9:13,Saturday,13,9,Accident on AYE (towards Tuas) after Jurong Port Rd Exit. Avoid lane 3,Accident,AYE (towards Tuas) after Jurong Port Rd Exit
767,13/04/2019 9:03,Saturday,13,9,Heavy Traffic on PIE (towards Changi Airport) after Jalan Eunos,Heavy Traffic,on PIE (towards Changi Airport) after Jalan Eunos
768,13/04/2019 8:31,Saturday,13,8,Obstacle on MCE (towards ECP) at Straits Blvd Entrance,Obstacle,MCE (towards ECP) at Straits Blvd Entrance
769,13/04/2019 8:28,Saturday,13,8,Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till Thomson Rd Exit. Avoid lane 1,Accident,PIE (towards Tuas) after Thomson Rd Exit with congestion till Thomson Rd Exit
770,13/04/2019 8:22,Saturday,13,8,Accident on PIE (towards Changi Airport) after Jalan Eunos with congestion till Kallang Way. Avoid lane 2,Accident,PIE (towards Changi Airport) after Jalan Eunos with congestion till Kallang Way
771,13/04/2019 8:22,Saturday,13,8,Accident on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 1,Accident,PIE (towards Tuas) after Thomson Rd Exit
772,13/04/2019 8:18,Saturday,13,8,Accident on PIE (towards Changi Airport) after Jalan Eunos with congestion till Paya Lebar Rd. Avoid lane 2,Accident,PIE (towards Changi Airport) after Jalan Eunos with congestion till Paya Lebar Rd
773,13/04/2019 8:11,Saturday,13,8,Accident on PIE (towards Changi Airport) after Jalan Eunos. Avoid lane 2,Accident,PIE (towards Changi Airport) after Jalan Eunos
774,13/04/2019 8:07,Saturday,13,8,Accident on PIE (towards Tuas) after Jalan Eunos with congestion till Bedok North Rd. Avoid lane 1,Accident,PIE (towards Tuas) after Jalan Eunos with congestion till Bedok North Rd
775,13/04/2019 8:02,Saturday,13,8,Accident on PIE (towards Tuas) after BKE. Avoid lane 1,Accident,PIE (towards Tuas) after BKE
776,13/04/2019 8:00,Saturday,13,8,Heavy Traffic on PIE (towards Tuas) after Paya Lebar Rd,Heavy Traffic,on PIE (towards Tuas) after Paya Lebar Rd
777,13/04/2019 7:59,Saturday,13,7,Obstacle on PIE (towards Tuas) before Clementi Ave 6 Exit. Avoid lane 2,Obstacle,PIE (towards Tuas) before Clementi Ave 6 Exit
778,13/04/2019 7:59,Saturday,13,7,Obstacle on PIE (towards Tuas) before Clementi Ave 6 Exit. Avoid lane 1,Obstacle,PIE (towards Tuas) before Clementi Ave 6 Exit
779,13/04/2019 7:57,Saturday,13,7,Accident on PIE (towards Changi Airport) after Paya Lebar Rd. Avoid lane 1,Accident,PIE (towards Changi Airport) after Paya Lebar Rd
780,13/04/2019 7:34,Saturday,13,7,Accident on PIE (towards Tuas) after Paya Lebar Rd with congestion till Paya Lebar Rd,Accident,PIE (towards Tuas) after Paya Lebar Rd with congestion till Paya Lebar Rd
781,13/04/2019 7:34,Saturday,13,7,Accident on PIE (towards Tuas) after Paya Lebar Rd with congestion till Paya Lebar Rd. Avoid lane 2,Accident,PIE (towards Tuas) after Paya Lebar Rd with congestion till Paya Lebar Rd
782,13/04/2019 7:29,Saturday,13,7,Accident on PIE (towards Tuas) after Paya Lebar Rd. Avoid lane 2,Accident,PIE (towards Tuas) after Paya Lebar Rd
783,13/04/2019 6:11,Saturday,13,6,Accident on SLE (towards CTE) after BKE Entrance,Accident,SLE (towards CTE) after BKE Entrance
784,13/04/2019 5:37,Saturday,13,5,Accident on AYE (towards MCE) after Clementi Rd Exit with congestion till Clementi Ave 6 Exit. Avoid lane 1,Accident,AYE (towards MCE) after Clementi Rd Exit with congestion till Clementi Ave 6 Exit
785,13/04/2019 5:36,Saturday,13,5,Accident on AYE (towards MCE) after Clementi Rd Exit. Avoid lane 1,Accident,AYE (towards MCE) after Clementi Rd Exit
786,13/04/2019 5:06,Saturday,13,5,Accident on BKE (towards PIE) at Mandai Rd Exit,Accident,BKE (towards PIE) at Mandai Rd Exit
787,13/04/2019 4:58,Saturday,13,4,Accident on PIE (towards Changi Airport) after Lornie Rd with congestion till Eng Neo Ave. Avoid lane 1,Accident,PIE (towards Changi Airport) after Lornie Rd with congestion till Eng Neo Ave
788,13/04/2019 4:49,Saturday,13,4,Accident on PIE (towards Changi Airport) after Lornie Rd. Avoid lane 1,Accident,PIE (towards Changi Airport) after Lornie Rd
789,13/04/2019 4:41,Saturday,13,4,Accident on PIE (towards Tuas) after Jalan Eunos. Avoid lane 1,Accident,PIE (towards Tuas) after Jalan Eunos
790,13/04/2019 3:51,Saturday,13,3,Accident on KPE (towards ECP) before PIE(Tuas) Exit with congestion till Airport Rd Exit. Avoid lane 3,Accident,KPE (towards ECP) before PIE(Tuas) Exit with congestion till Airport Rd Exit
791,13/04/2019 3:12,Saturday,13,3,Accident on KPE (towards ECP) before PIE(Tuas) Exit with congestion till Airport Rd Entrance. Avoid lane 3,Accident,KPE (towards ECP) before PIE(Tuas) Exit with congestion till Airport Rd Entrance
792,13/04/2019 2:57,Saturday,13,2,Accident on KPE (towards ECP) before PIE(Tuas) Exit. Avoid lane 3,Accident,KPE (towards ECP) before PIE(Tuas) Exit
793,13/04/2019 2:53,Saturday,13,2,Accident on Orchard Link towards Grange Road,Accident,Orchard Link towards Grange Road
794,13/04/2019 1:34,Saturday,13,1,Accident on BKE (towards PIE) before SLE Exit,Accident,BKE (towards PIE) before SLE Exit
795,13/04/2019 1:31,Saturday,13,1,Accident on BKE (towards PIE) before Woodlands Ave 3 Entrance,Accident,BKE (towards PIE) before Woodlands Ave 3 Entrance
796,13/04/2019 0:48,Saturday,13,0,Accident on AYE (towards MCE) at Clementi Rd Entrance,Accident,AYE (towards MCE) at Clementi Rd Entrance
797,12/04/2019 17:54,Friday,12,17,Accident on BKE (towards Woodlands) after PIE Entrance. Avoid lane 3,Accident,BKE (towards Woodlands) after PIE Entrance
798,12/04/2019 15:22,Friday,12,15,Accident on KPE (towards TPE) before TPE(SLE) Exit. Avoid lane 3,Accident,KPE (towards TPE) before TPE(SLE) Exit
799,12/04/2019 14:31,Friday,12,14,Accident on SLE (towards BKE) at BKE(PIE) Exit,Accident,SLE (towards BKE) at BKE(PIE) Exit
800,12/04/2019 14:24,Friday,12,14,Heavy Traffic on CTE (towards AYE) after AMK Ave 5 Exit,Heavy Traffic,on CTE (towards AYE) after AMK Ave 5 Exit
801,12/04/2019 14:24,Friday,12,14,Accident on BKE (towards PIE) at KJE(PIE) Exit,Accident,BKE (towards PIE) at KJE(PIE) Exit
802,12/04/2019 13:47,Friday,12,13,Accident on CTE (towards AYE) after AMK Ave 5 Exit with congestion till AMK Ave 5 Exit. Avoid lanes 1 and 2,Accident,CTE (towards AYE) after AMK Ave 5 Exit with congestion till AMK Ave 5 Exit
803,12/04/2019 13:19,Friday,12,13,Accident on CTE (towards AYE) after AMK Ave 5 Exit. Avoid lanes 1 and 2,Accident,CTE (towards AYE) after AMK Ave 5 Exit
804,12/04/2019 12:39,Friday,12,12,Accident on ECP (towards City) before PIE(Tuas) Exit. Avoid lane 3,Accident,ECP (towards City) before PIE(Tuas) Exit
805,12/04/2019 11:30,Friday,12,11,Accident on PIE (towards Changi Airport) before Kallang Way,Accident,PIE (towards Changi Airport) before Kallang Way
806,12/04/2019 11:04,Friday,12,11,Accident on ECP (towards Changi Airport) after Fort Rd Exit with congestion till Fort Rd Exit. Avoid lane 2,Accident,ECP (towards Changi Airport) after Fort Rd Exit with congestion till Fort Rd Exit
807,12/04/2019 11:03,Friday,12,11,Accident on ECP (towards Changi Airport) after Fort Rd Exit. Avoid lane 2,Accident,ECP (towards Changi Airport) after Fort Rd Exit
808,12/04/2019 10:59,Friday,12,10,Heavy Traffic on BKE (towards Woodlands) before SLE Exit,Heavy Traffic,on BKE (towards Woodlands) before SLE Exit
809,12/04/2019 10:29,Friday,12,10,Accident on BKE (towards Woodlands) before SLE Exit with congestion till KJE Exit,Accident,BKE (towards Woodlands) before SLE Exit with congestion till KJE Exit
810,12/04/2019 10:06,Friday,12,10,Accident on BKE (towards Woodlands) before SLE Exit with congestion till KJE Exit. Avoid lane 4,Accident,BKE (towards Woodlands) before SLE Exit with congestion till KJE Exit
811,12/04/2019 9:58,Friday,12,9,Accident on BKE (towards Woodlands) before SLE Exit. Avoid lane 4,Accident,BKE (towards Woodlands) before SLE Exit
812,12/04/2019 9:37,Friday,12,9,Accident on PIE (towards Changi Airport) before Eng Neo Ave. Avoid lane 1,Accident,PIE (towards Changi Airport) before Eng Neo Ave
813,12/04/2019 8:46,Friday,12,8,Accident on AYE (towards Tuas) at Normanton Park Exit,Accident,AYE (towards Tuas) at Normanton Park Exit
814,12/04/2019 8:32,Friday,12,8,Accident on PIE (towards Tuas) after Stevens Rd Exit. Avoid lane 1,Accident,PIE (towards Tuas) after Stevens Rd Exit
815,12/04/2019 8:24,Friday,12,8,Accident on ECP (towards Changi Airport) after PIE Exit with congestion till PIE Exit. Avoid lane 4,Accident,ECP (towards Changi Airport) after PIE Exit with congestion till PIE Exit
816,12/04/2019 7:56,Friday,12,7,Accident on PIE (towards Changi Airport) after Stevens Rd Exit with congestion till Lornie Rd. Avoid lane 1,Accident,PIE (towards Changi Airport) after Stevens Rd Exit with congestion till Lornie Rd
817,12/04/2019 7:54,Friday,12,7,Accident on PIE (towards Changi Airport) after Stevens Rd Exit. Avoid lane 1,Accident,PIE (towards Changi Airport) after Stevens Rd Exit
818,12/04/2019 7:46,Friday,12,7,Accident on AYE (towards MCE) before Alexandra Rd Exit with congestion till Clementi Rd Entrance,Accident,AYE (towards MCE) before Alexandra Rd Exit with congestion till Clementi Rd Entrance
819,12/04/2019 7:45,Friday,12,7,Accident on ECP (towards Changi Airport) after PIE Exit. Avoid lane 4,Accident,ECP (towards Changi Airport) after PIE Exit
820,12/04/2019 7:31,Friday,12,7,Accident on AYE (towards MCE) before Alexandra Rd Exit with congestion till Clementi Rd Entrance. Avoid lanes 1 and 2,Accident,AYE (towards MCE) before Alexandra Rd Exit with congestion till Clementi Rd Entrance
821,12/04/2019 7:30,Friday,12,7,Accident on PIE (towards Tuas) after Paya Lebar Rd with congestion till Bedok North Rd. Avoid lane 3,Accident,PIE (towards Tuas) after Paya Lebar Rd with congestion till Bedok North Rd
822,12/04/2019 7:20,Friday,12,7,Accident on AYE (towards MCE) before Alexandra Rd Exit with congestion till Buona Vista Exit. Avoid lanes 1 and 2,Accident,AYE (towards MCE) before Alexandra Rd Exit with congestion till Buona Vista Exit
